temiz_metin,duygu_sinifi,duygu_skoru
"“E adamlar da Kabeyi Mescidi Aksa’yı kiliseye çevirirlerse bir şey diyemezsiniz”

Yine en ince yerden konuyu anlayamamayı başarmışlar, sağolsunlar.

Adamlar Kabeyi kiliseye çevirirse “siz kötü insanlarsınız tüh tüh yapmayın etmeyin” demek zaten bir şeye yaramaz. Bak soykırım",negative,0.9911120533943176
"Tin Yayınları Konya Kitap Günlerinde!

Tin Yayınları olarak 19-27 Ekim 2024 tarihleri arasında düzenlenecek Konya Kitap Günlerindeyiz! 222. stantta siz değerli okuyucularımızla buluşmayı heyecanla bekliyoruz. 
Yayınlarımız hakkında detaylı bilgi almak, yeni kitaplarımızı",positive,0.9644157886505127
"Bir ara fizyoloji üzerine videolar çekmek istiyordum. Tekrar canım çekti şunu görünce.  

İnsan fizyolojisini içi saman dolu bir çuvalı değerlendirir gibi basitleştiriyorlar. Şu morfolojik izahlarla konudan çıkmaya çalışmanın başka açıklaması yok.  

Öyle değil abi, öyle değil.",negative,0.9974817633628845
Adanadaki tüm dürümcü-kebapçı- ocakbaşıçı vslere sesleniyorum..bugün dükkana gelen baba-kız olursa almayın.. Evde pırasa var..yenecek o pırasa..,negative,0.951705276966095
"Çocuk Gelişim Uzmanı Kübra Tongar:

“Babalar ve anneler, çocuklarının altlarını yıkayabilir ve değiştirebilir. Ne zamana kadar? 2 yaşına kadar.

2 yaşından sonra anne de, baba da mecbur kalmadıkça çocuğunu çıplak yıkamaz.

Yardım eder, ama başını yana çevirir.”",positive,0.9331506490707397
Şimdi evrim bilmediğini ve taklit ettiğini sanırım anlamış oldun. Bilgi ile taklidin arasındaki farkı anlaman konusunda kalıcı bir iz bırakabildiysek ne mutlu.,positive,0.9308255314826965
İran için milli ve mezhebi menfaatleri vardır. Bir de bu menfaatlerini din kisvesine bürüyecek takiyye.,negative,0.992251455783844
http://tinkitap.com,positive,0.9816126227378845
"Şu vaazlarda akla giydirmeyi dindarlık gibi gösterenler ümmete ne büyük zarar veriyorlar.

Yüzler ayette teşvik edilmiş bir faaliyeti kınanan bir şey haline sokmuşlar. Akılla ilgili olumlu bir şey söylediğinde insanlar rahatsız oluyor. Subhanallah.

“Kimin aklı kardeşim ?” diyene",negative,0.9686028361320496
"Özgür Özel:

Suriye’nin toprak bütünlüğüne saygı duymayan, iç savaşı kışkırtan anlayış şimdi de yok 'Fetih Hareketi', yok 'Türkiye toprak kazanıyor' diyor.

Bir an önce Esad’la gerekli temaslar sağlanmalı. Zaten Türkiye’dekiler Esad’ın genel affından yararlanıyor, onlar",negative,0.8669736385345459
"Normalde bu meseleye dahil olmazdım. 

Fakat ilk twitimden anlayacağınız üzere dalga geçmeye çalışıp, “bu cehalete nasıl cevap verilir bilemedik ki hihi” gibi karalama safsatası yapmaları beni sinirlendirdi.

Delile bakıyorum düzgün, cevaba bakıyorum 2 sayfa hakaret etmiş, dalga",negative,0.9950653910636902
"Gözlerinizi çevirmeyin lütfen.

İsrail, çadırlarında uyuyan masum  insanları diri diri yaktı bu gece.

Hem de bir hastanenin bahçesinde kurulan çadır kampını bombalayarak yaptı bunu.",negative,0.7880918979644775
Olm Esad düşerse burayı hediye kitaba boğarım. x.com/temmuz1919/sta…,positive,0.54283607006073
"Kardeşler yayınevinin sitesi açıldı. Şu an hem indirim var hem de imzalı kitap mevcut.

Bu siteyi ilerde çok aktif kullanacağız inşallah. Baya bir şey olacak buralarda. Allah utandırmasın.",positive,0.9416201710700989
@komiteler,positive,0.9594864845275879
"Gelin bakalım nasıl ''ihtilaf yok'' iddiasında bulunuyorsunuz. Türkçe olan sizin kitabınızdan bir kesit :

Ben bu ifadeyi kontrol etmek için 5-6 dakika Taberinin tefsirine baktım. Yusuf as'ın ''ben bunu bilirim'' sözünün tefsirinde ''Kale aharun'' diyerek ''hesabı bilirim''",negative,0.9724559187889099
"Ben Dücane'nin bilerek 3 saatlik başı, sonu ve konusu belli olmayan, daldan dala sıçramalı videolar çektiğini düşünüyorum. Argüman düzeyinde eleştirmek istesen eleştirebileceğin bir materyali yok.

Bir ara böyle bir videosunu bulup incelemeyi düşündüm. Yok, ciddi ciddi bir",negative,0.9993900060653687
"Neyse :

“Allah mekandan münezzehtir. Teşbih ve tecsimden beridir. Diller onu layığı ile hamdedemez. Akıllar onun zatını kavramaktan aciz kalmıştır.” deyip güzel bir sübhanallah ve bihamdihi çekip uyuyun.

Haydi iyi geceler.",positive,0.9258876442909241
"Arkadaşlar bana ""iftira atıyorsun,",negative,0.9890875816345215
"Yok buyur. Bu misal onca rivayet var. Rasulullah cariyeye Kelime-i şehadet soruyor ya da Rabbin kim ? diyor. 

Herhalde Ahmed b. Hanbel'e ya da İmam Malik'e de cehmi demezsiniz.",negative,0.9691433310508728
“Öğrenmeyi Öğrenmek” ikinci baskıyı yaptı. Hamdolsun.,positive,0.8530254364013672
Vahdet Vol-2,positive,0.8661123514175415
İran sünni kesmek için bunlarla vahdet oldu. İran bunları bile sünnilere tercih eder sonra dönüp size mezhepçi der.,negative,0.9749632477760315
"Peki sana bir Farazi fıkıh sorusu sorayım ki kaideler kolay anlaşılsın:

Fransada seçim olsun ; 2 parti seçime giriyor.

1.Parti seçimi kazanırsak müslümanların kadınlarını müsadere edeceğiz, çocuklarına el koyacağız diyor.

2.Parti bunu yapmayacağını, müslümanlara",negative,0.691809356212616
"Paulo Dybala, Galatasaray forması giymeye sıcak bakıyor. Gardi, Galatasaray'ı temsilen Roma ile görüşecek. x.com/yagosabuncuogl…",positive,0.6506961584091187
"1'ncide kafir olmazsa, 2. oy tekrarında da mı küfre düşmez?

bu ne lan. hiç mi bu dinin bir ötekisi yok. maşallah elinizden gelse ganj nehrinde yıkanan hinduları da bu dine sokacaksınız.",negative,0.973553478717804
Bir sürü kati delil zannettiğiniz ayetlerden bir tanesi.,negative,0.9989457726478577
"ACM stormborn of House Meriç, the First of His Name, King of the Andals and the First Men, Protector of the Seven Kingdoms, the Father of Dragons, the Khal of the Great Grass Sea, the Unburnt, the Breaker of Chains.",positive,0.9668936729431152
''Acaba hediye edeceğim kitaplar bölgede otorite boşluğu oluşması sayesinde İsrail'in işine yarar mı ?'' diye düşünmeden edemiyor insan.,negative,0.8936758637428284
Bugüne kadar tüm yaptıklarımdan tevbe ettim. Hanefi mezhebi üzere ölüyorum.,negative,0.7562544941902161
"69 yaşına gelmiş. Çocukluğundan beri ateist olduğunu söylüyor. 

Neredeyse 60 yıldır bas bas bağırarak reddettiği görüşün en basit delillerini dahi bilmiyor. 60 yıl bilmediği bir şeyi reddetmiş, öğrenmeye de çalışmamış.

Bu açıdan bakınca da ilginç bir tablo.",positive,0.7295225858688354
@AltayCemMeric,negative,0.699106752872467
"Filistin için bin gence iftira ettik yahu. Bak kardeş organizasyonun tüzel hesabından açıklama yapabilenlerin görüşleri bu. 

Bunlara katılmayanlar hesabı ellerinden bile alamamışlar. Yeni hesap açmışlar. Biz ''bunlar Rus/İran propagandası yapıyor'' dediğimizde de ortalığı",negative,0.9881095290184021
BEŞŞAR ESAD KAÇTI MI ? || SURİYE'DE SON DURUM (Abdulkadir Şen),positive,0.828181266784668
"Kur'an Muhammed as'a iman ettiğini ifade eden insanları ''müşrik'' olarak tanımlamıyor. İsterseniz yüzlerce ayet okuyabilirim.

İkrarı önemsiz kılmaya çalışıyorsunuz. Oysa Kur'an bu konuda ikrarı esas alıyor. Öyle 10-20 ayetin lafzında değil, baştan sona bütün kitapta.

Nassı",positive,0.9835400581359863
"Müminlerden öyle adamlar vardır ki, Allah’a verdikleri sözü yerine getirdiler. Bir kısmı onun yolunda can verdi. Bir kısmı da sıralarını bekliyor. Onlar (sözlerini) asla değiştirmediler.

مِنَ الْمُؤْمِنٖينَ رِجَالٌ صَدَقُوا مَا عَاهَدُوا اللّٰهَ عَلَيْهِۚ فَمِنْهُمْ مَنْ قَضٰى",positive,0.7093266844749451
Bu sefer katılamaz diye düşünüyorum.,negative,0.9976814985275269
"Bu ümmet yenerken de yenilirken de çok şerefli bir ümmet. Sadece Müslüman olmaktan değil, müslümanlardan olmaktan da gurur duyuyorum.",positive,0.9854556918144226
"Çekimini 15 gün önce yapmıştık. Editten taze geldi. Gündeme muvafık düştü. Umarım faydalı olur.

''Allah da benimle aynı fikirde''",negative,0.9219849109649658
"Yau Allah aşkına metodoloji nedir ? Bu kadar itici bir kelime olamaz.

Usul yerine metodoloji diyen kişi iki gün sonra meyveli soda içse şaşırmam.",negative,0.9990548491477966
"üzerinden satın alacağınız tüm Tin Kitaplarında %45 indirim şimdi sizlerle. 

Yılın belirli günlerinde denk geleceğiniz bu kampanyayı kaçırmayın!",positive,0.9754902124404907
"Mesela Allah’a haşa “müstehzi ama keyfiyyetsiz” dememelerinin sebebi nedir ?

اَللّٰهُ يَسْتَهْزِئُ بِهِمْ (Allah onlarla istihza eder)

“Kelamcılar akıllarıyla tevil yapıyorlar. Allah ne dediyse o kardeşim. Allah müstehzidir” demelerine mani olan şey akıldır.",negative,0.7557455897331238
"""Cariye hadisine muddarib (zayıf) hükmünü nasıl veririz"" adlı güya ilmi çalışma.

Adam gayesini ifşa ediyor bide utanmadan. x.com/AltayCemMeric/…",negative,0.9992040991783142
Müslümanların demokratik sisteme katılımı meşru mudur tartışması devam ediyor.,negative,0.9955381751060486
"İnsanlar siyaset yapmak istiyorlar. Haksız da değiller. Tonla rahatsız edici şey yaşanıyor. E zaten bunlar eleştiriliyor ve kimse de haklı olarak karşılık vermiyor.

Maslahatı istediğiniz partide görebilirsiniz. Şu ya da bu parti şahsen umurumda değil. 

Fakat siyaset yapma",negative,0.9574754238128662
İçlerinin yandığına eminim ama bir ölü sessizliği var.,negative,0.8598343729972839
"Oğlum Muhammed Numan demek hanefi olmayı tercih ettin. Bence de güzel karar, seni destekliyorum.",positive,0.8860570788383484
"13.11.2024 Pazar gecesine kadar her iki kitabımız da %40 indirimli ve yazarları Altay Cem Meriç ile Enis Doko’dan imzalı olarak sizlerle buluşuyor.

İndirimli fiyat ve imzalı kitap fırsatından yararlanmak için sitemizi",positive,0.7331441044807434
"Münazarayı izledim. Kanaatimce tartışma fazlasıyla lugat etrafında dönmüş.

Konunun akli zeminine işaretle bir video çekeceğim inşallah.

Münazarayı baştan sona değerlendirmeceğim. Sadece asıllara dair bir kaç çelişkiye işaret edeceğim. 

Yarın yayınlarız inşallah.",negative,0.9973043203353882
"Canlı açtık.

Şam Düştü, Allahuekber yayınıdır.",positive,0.866817057132721
Olm Esad düşerse burayı hediye kitaba boğarım.,negative,0.9030798673629761
"Kardeş alabilen var, alamayan var. Şu siteye yemek fotoğrafı atmayın.",negative,0.9945149421691895
Vallahi Yahya sözünde durdu ya Rasullulah,positive,0.7887459993362427
Yeni dönemin ilk konferansına davetlisiniz!,positive,0.9502136707305908
"Kavga ettikleri bildiri de buymuş. Artık Esed'in işkencelerinden söz edilmesine filan mı kuruldular bilmiyorum.

Ama kalanlar da Türkiye işgalci, Suriye'de olan siyonist hamle vs gibi tipik Rusçu/İrancı propagandanın zırvalarını sayıklamış.",negative,0.9980577826499939
"İlk 5 sorunun cevabı Yusuf as’ın Bünyamin’i alıkoyması meselesinde “Melik’in dinine göre alıkoyamıyordu” ayetinde geçiyor. Demek ki Melik’in dini cariydi.

En azından tevil etmeksizin zahirinden anlaşılan bu. Tevil etseniz dahi akidenin temeline dair bir mesele gördüğünüz için",negative,0.9231717586517334
3 kişiye de ben hediye ediyorum. Alttaki twit 6 kişi olsun.,positive,0.8527014851570129
Halen sessizliklerini koruyorlar. Sevinmek için erken mi davranıyoruz acaba ?,positive,0.6794143319129944
Halep yüzlerce yıl önce atalarımın şehriydi. Malatya Arguvan’a yerleşen ailemiz Halep Beydili Türkmenlerindendi. Bugün Alevileri katlediyorlar. Şehir cihatçıların pençesinde. Nesiminin türbesi dahi yok edildi. Bu plan uzun süredir yürürlükte. Ne yazık ki orada akan kandan mutlu,negative,0.9988595247268677
Yok be olm kafanda kuruyorsun,positive,0.994199275970459
Çocuklar büyüdüler ve Halep’e geri döndüler. İnşallah Gazze de zafer kazanacak.,positive,0.7275581955909729
"Kısa bir video(14 dk) ile neden Evrim hakkında konuşmadığımı anlattım. Umarım faydalı olur.

Evrim Meselesi",positive,0.5146014094352722
"Hem çocuklarda hem erişkinlerde teknolojik alet ve ekran kullanımı ile ilgili bir video çektik. Umarım faydalı olur.

Ekran Bağımlılığı",negative,0.9967334270477295
@ordulugrimm,positive,0.861290693283081
"Türk 1000 yıldır olduğu gibi bugün de müslümandır, dindardır.

İslamsız Türkçülük kisvesi siyonist şakşakçılığının paravanından ibaret. Her seferinde buradaki gibi ayan beyan görünür.

Nasıl bir Türkçülükse tebamız olan yahudilere karşı boyunları kıldan ince. 

Yahudiyi razı",negative,0.9944875836372375
Siz kimsiniz la celal hocayı eleştiriyorsunuz,negative,0.8563319444656372
ibni abbas : gökte olan ALLAH TIR. (MÜLK SURESİ 16),positive,0.8841334581375122
"İslamoğlu'nun, hicri üçüncü asrın hadis arşivi olan İmam Buharî'ye hırsız demesi ve yüzsüzlüğü.",negative,0.998193085193634
’in de katıldığı ancak grubun ortak iradesini gaspederek fesih girişimine bahane ettikleri Suriye bildirimizi paylaşıyoruz.,negative,0.9976947903633118
"Usul bir gözlüktür. Nassların delaletleri ise görülendir. 

Kırmızı gözlük takarsanız her şey kırmızı görünür. Bu her şeyin kırmızı olduğu anlamına gelmez.

Hadis inkarcılarına sorsanız görüşlerini teyid eden 100’lerce ayet okurlar.

Şia’ya sorsanız 12 İmamı ispat eden 100’lerce",negative,0.936644434928894
"Bu arada Türk solunun illeti, klasik marksizmin  kendisinden bağımsız değildir. Türk solcusu şöyle düşünür :

Dindarlar - Feodalite
Dindarlığın azalması - Kapitalizm
Sonraki basamak - Komunizm

İlerlemeci tarih okumasının sonucu olarak nerede dindar zulüm görse ''Feodalizm'den",negative,0.5095041394233704
"Neyi sildi diye soranlar için konuyu izah edeyim 

Altay Cem Meriç, ümmetin sahih olduğunda ittifak ettiği ""aklı ve dini noksandır"" hadisi hakkında bir video çekip, bu sözün Resulullah sav'e değil de İbn Mes'ud'a ait olduğunu iddia ederek merfu hadisi zayıflamaya kalkmıştı",negative,0.9981698989868164
BEŞŞAR ESAD KAÇTI MI ? || SURİYE'DE SON DURUM ( Son dakika)Ayrıcalıklardan yararlanmak için bu kanala katılın:https://www.youtube.com/channel/UCqJafeVIno1uSk...,positive,0.9784014821052551
"Yine haksız olduğunu fark ettiğin bir konuda işi şova dönüştürmeye kalkmışsın. Benim bu yazıdaki iddiam evrimsel bilginin önemi ile ilgili değil, epistemik bir tavır ile ilgili. Bir kişi bilim adamlarının ezici çoğunluğunun öne sürdüğü bir bilgiyi o konuda yeteri kadar bilgi x.com/AltayCemMeric/…",negative,0.995564877986908
"Hadis inkarcıları sadece buradaki gençler düzeyinde elemine olmadılar. Aşağıdan gelen hocaları da yok. Bu geleceğinin de olmayacağı anlamına geliyor.

Tutarsız bir fikirdi. Birkaç kuşaklık ömrü oldu. İlerde ''yaw insanlar bunu nasıl savunmuş'' diye hatırlanacak.",negative,0.999440610408783
"00:00 Evrim Hakkında Neden Konuşmuyoruz?2:27 Evrim, Allah'ın Varlığını çürütür mü?3:39 Evrim, İslam'la Çelişir mi?5:21 Evrim'in Getirdiği Tarihi ve Sosyoloji...",positive,0.97981196641922
Şia || Takiyye || Vahdet || MünazaraAbone Ol ➦ https://www.youtube.com/c/AltayCemMeric?sub_confirmation=1 Biraz kendimizden bahsedecek olursak ; Ben Altay Ce...,positive,0.5971922874450684
''Yattım sağıma döndüm soluma melekler şahit dinime imanıma'' (imparator edit),positive,0.9354661107063293
"Kendi nefsimde bunu müşahede etmiştim. 

Tefsir dersi yapıyordum. Her yergi ayeti sevmediğim insanları kınamak için iniyordu. Her övgü ayeti benim kendimi nispet ettiğim görüşleri alttan alta övüyordu.

Sanki Allah Kur'anı bana silah olsun diye indirmiş. Haşa Allah'ı kendime aşçı",negative,0.9840518236160278
"''Yalan söylüyor eskiden ateist değildir. Ateist olan biri aydınlanmıştır sonradan tekrar müslüman olamaz hede hödö'' vb'inin sıklığı hasebiyle bir video çektim. 

Kısaca hayatımı, arapça ve ilim süreçlerini anlattım.

Bu da benim hayatım",positive,0.8574932813644409
Hasan Nasrallah ve Ümmetin Vahdeti,positive,0.9554704427719116
"Yeni Kitap: Bir Din Kurgulamak

Tin Yayınlarının beşinci eseri olan, Abdulkadir Şen’in kaleme aldığı “Bir Din Kurgulamak: Sasani’lerden Safeviler’e Kadar Şia’nın Tarihi” şimdi ön sipariş ile sizlerle buluşuyor.

Şimdi vereceğiniz ön sipariş, hafta içi kargoda!",positive,0.5845007300376892
"Muhammed Yazıcı || Münazara, Mantık ve Tercüme || Altay Cem MeriçAyrıcalıklardan yararlanmak için bu kanala katılın:https://www.youtube.com/channel/UCqJafeVI...",positive,0.7300646305084229
"Ahhaha. Buhari intihal yani hırsızlık yapmıştır dedi cidden. Anakronizm diye bir kelime olmasaydı bu video ile icad edilirdi.

Bu arada Fuat Sezgin'in kitapları İslamoğlu kanaatlerine cevaplarla doludur. 

Fuat Sezgin Buharinin kaynaklarında ''hadisler sonradan yazıldı'' diye",positive,0.6963666677474976
"Bunları neden sevmiyorum biliyor musunuz ? Sanıldığının aksine akılsız ama samimi bulmuyorum.

Bunlarda dümdüz ahlak problemleri var. 200 civarında isnadı incelediğimiz çalışmada bir ravinin nakli yanlış çıkmış.

Bu da tashih edenin hatası. Yani kitapta da öyle yazıyor. Kitabı",negative,0.9993165731430054
Boş vaktimin olduğu nasıl belli oluyor değil mi sfjdkd,negative,0.9960176348686218
Olm Acm linç tarihinin en büyük lincini şu grup yüzünden yedim lan ben. Acm'yi anlamak her şeyi anlamak olacaktır.,positive,0.5973258018493652
"Ben videoyu izlemedim ama “ooo çok kötüydü” filan gibi bir gümbürtü gördüm.

Sadece bu kesit hakkında konuşuyorum ;

Bu videodaki gayet sarih bir istidlal. Verilen cevaplar en azından şu ana kadar gördüğüm kısmıyla ad hominem safsatasından ibaret.

“Bir peygambere şirk mi isnad",negative,0.9977927207946777
18.00,positive,0.7588549256324768
"Bir de mevzi kayması var.

Bu meselenin ucu oy veren, kelime-i şehadet getiren müslümanların tekfirine gidiyor.

Sanki tartışılan kişi “Banane Kur’andan ne istersem o” diyenmiş gibi gösteriliyor. 

Oysa burada tartışılan konu “ben İslama uygun olsun istiyorum, ama gücüm yetmiyor”",negative,0.9950344562530518
"Hevasının kulu. Hoşun gitmeyecek bir şey söylersen tekfir eder.

Hadis senedi atıyorsun zındık diyor. Kendi kaidelerine göre bile tekfir edilecek hiçbir şey yok. Sadece hoşuna gitmedin. 

Ama hevası ilahı olduğu için hoşuna gitmemen onun Rabbine saldırman oluyor.",negative,0.98951655626297
"4 tane kitap götürüp 12 tane etli ekmek yemek, nereden baksan kârlı.",negative,0.9157451391220093
"Lezbiyen, gay çiftlerin evlat edindiği çocukların gelişimi olumsuz etkilenmiyor. 

Hatta bu çiftlerin evlat edindiği çocuklar, çocuk/ebeveyn ilişkisi veya psikolojik uyum gibi konularda heteroseksüel çiftlerin evlat edindiği çocuklardan daha iyi durumda oluyorlar.",negative,0.6364023685455322
"Halis Bayuncuk(Ebu Hanzala) ısrarla kelamcıların aklı naklin önüne geçirerek sıfat meselesinde dini bozduğunu iddia ediyor.

Konuyu münazara etmeye açık olduğunu söylemişti. Kendisine iki oturumlu bir münazara teklif ediyorum :

1-Dinde akıl ve nakil ilişkisi
2-Sıfatlar meselesi",negative,0.9922991394996643
‘Öğrenmeyi Öğrenmek’ kitabının içindekiler kısmı böyledir.,positive,0.9319825172424316
") kaleme aldığı “Öğrenmeyi Öğrenmek” adlı kitabımız, ikinci baskı ile siz okurlarımızla buluşuyor!

Keyifli okumalar dileriz.",positive,0.9172186851501465
(genel),negative,0.6807901263237
"Suriye Baas rejiminin devrilişini coşkuyla kutlayan arkadaşlara, eşleriyle birlikte Tartus’ta bir plaj keyfi öneriyorum.
Bu Esad döneminden kalma bir fotoğraf.
Seneye eminim tam bir özgürlük ortamı soluyacaklardır!",positive,0.8797214031219482
"Umarım faydalı olur.

Oy vermek şirk midir ? || Yusuf as",positive,0.8766346573829651
Bu yorumu değil yukarıdaki twiti rt yapacaksınız. Çekiliş ondan olacak.,positive,0.9801417589187622
"""Demek ki Hz. Yusuf o ana kadar kimin kanunlarıyla hükmediyordu, kralın kanunlarıyla.""",positive,0.6999377012252808
"Aslan parçası kendini kurban etmek istemiş. Peki gel 21:30'da bir space odası açalım. 

Ben anti-evrim pozisyona geçip tek itiraz yapayım. Sen de engin bilginle bana ispat yap.",negative,0.5127329230308533
Rejim ve İran milisleri 4 sene önce Halep'in batısını işgal ettikten sonra İslam'a küfürler ediyor.,negative,0.9913631677627563
Ebu Hanzala - Ömer Faruk Korkmaz || Münazara Yorumu ( Halis Bayuncuk Allah Gökte midir ? Nerededir ?)00:00 Giriş01:32 Akıl ve Nakil08:14 Allah kendisi hakkın...,negative,0.9680138826370239
"KENDİ BATIL DİNLERİNİ İSPAT ETMEK İÇİN YUSUF (AS)'I İSTİSMAR EDEN TÜM MUHALİFLERİMİZİN CEVAP VERMESİ GEREKEN SORULAR:

1- Hz.Yusuf iktidara gelirken Melik’in dininin kurallarına göre mi ha­reket etmiştir yoksa atası İbrahim’in yoluna mı uymuştur?

2- Hz. Yusuf iktidara sahip x.com/MuratGezenler/…",negative,0.7827808260917664
27 Eylül Cuma,positive,0.8802896738052368
"Kardeşler bugün Tin’den 4 yeni kitap aynı anda çıktı.

Şu an da yayınevinin sitesinde (TinKitap) de öncekilerle beraber tüm kitaplarda %45 indirim var.

Allah hayra vesile kılsın.",positive,0.9236117005348206
"İnsan denen şeyin özellikleri hakkında düşünüyoruz.

Kafası nasıl çalışıyor diye baksan Mantık öğreniyorsun.
Ulaşabildiği bilgi skalasını tasnif etsen epistemoloji oluyor.
Anlayabileceği varlıklar hakkında konuşsan ontoloji oluyor.
Neyi neden söylediğini ? Neden bu zaman",negative,0.5167953968048096
Bizim mezhepte takiyye var mıydı ?,positive,0.5145952105522156
"18 yaşına gelene kadar çocuklarınıza fikirlerinizi empoze etmeyin. O yaşa geldiklerinde kendileri karar versinler.

Çocuklarımı etkilememek için en sevdiğim alimi bile onlara söylemedim. 

Reşit olunca hangi hanefi usulcüye tabi olacaklarını kendileri seçsinler.",negative,0.9549692273139954
@Halis_Bayancuk,negative,0.912168025970459
"Umarım faydalı olur.

Ebu Hanzala - Ömer Faruk Korkmaz || Münazara Yorumu",negative,0.6912354826927185
"“Zaten” tarihte (tarih bilmiyor) yaşamış dahiler (tarihte kimler dahi ?)’in çoğu BATILI/Beyaz kişilerden oluşuyor.

Çok komik ulan bunlar.",positive,0.7126697897911072
Sanki teleskopla kozmik mikrodalga arkaplan ışımasını ölçtü de öyle inandı Big Bang’e. Laflara bak. Ayrıca elbette bilim adamlarının ittifak ettiği şeyi kabul edeceğiz. Ne yapacağız başka? Hayır ihtilaf da yok ki ekstra şüphe duyup özel delil talep edelim. Sanki bilim adamları,negative,0.9842694997787476
"1200 makaleden 16 tanesini içeren bir metaanaliz çalışması ile ''BİLİM BÖYLE DİYOR''

Elinde uygun olduğunu söylediği 145 makaleden 111 tanesi de ''çeşitli sebepler(?)''le elenmiş. Bilim yani.

''Yoo N'alakası Var''ı bilimsel olarak daha tercihe şayan buldum.",negative,0.9981537461280823
